"LANG","complexityoflanguages","costoflanguages","syn_index","type","minimal"
"fl6634",25,3.36256900271808,13,"Not Haspel-ok",2.41823625122542
"fl6704",20,3.11715300025976,13,"Not Haspel-ok",2.13224785605744
"fl6714",28,2.98181836253445,13,"Not Haspel-ok",2.05399444958906
"fl6761",13,4.18702023726448,13,"Not Haspel-ok",3.0917008831519
"fl6793",14,3.0646774639794,13,"Not Haspel-ok",1.99215019157346
"fl6818",11,3.95604395604396,13,"Not Haspel-ok",2.80340640078389
"fl6823",24,2.70676691729323,13,"Not Haspel-ok",1.75633488739434
"fl6906",15,3.22783107684031,13,"Not Haspel-ok",2.17455083231714
"fl6941",10,4.85810291081333,13,"Not Haspel-ok",3.66723583721449
"fl6945",22,3.27220669438953,13,"Not Haspel-ok",2.30485931082888
"fl6999",27,2.95963793762563,13,"Not Haspel-ok",2.02668630288454
"fl7019",20,2.67770476073592,13,"Not Haspel-ok",1.69289680320343
"fl7052",25,2.53528268401927,13,"Not Haspel-ok",1.5917161321089
"fl7189",21,3.51293540882762,13,"Not Haspel-ok",2.5374044693408
"fl7215",24,3.747950339658,13,"Not Haspel-ok",2.79670675116427
"fl7383",17,3.10907677692374,13,"Not Haspel-ok",2.08760894383219
"fl7411",18,3.69215621923203,13,"Not Haspel-ok",2.68383010421222
"fl7436",20,3.90415304279928,13,"Not Haspel-ok",2.91903802993158
"fl7495",19,3.70336079992593,13,"Not Haspel-ok",2.70722613830942
"fl7525",14,4.0185254021037,13,"Not Haspel-ok",2.94560111839268
"fl7561",24,2.6260887326204,13,"Not Haspel-ok",1.67576167147563
"fl7748",19,3.05753257121503,13,"Not Haspel-ok",2.06140854762196
"fl7807",19,3.97283463958665,13,"Not Haspel-ok",2.97669690407788
"fl7875",22,3.229090517686,13,"Not Haspel-ok",2.26174765925837
"fl7916",26,2.83999661905164,13,"Not Haspel-ok",1.90100680264691
"fl7927",24,2.58792660352605,13,"Not Haspel-ok",1.63765279513345
"fl7940",27,3.08001625564135,13,"Not Haspel-ok",2.14703071607122
"fl7968",24,3.13474164504275,13,"Not Haspel-ok",2.18388239770197
